" Nom de la classe d’actions"," Classe d’actifs","Devise","ISIN"," Date de valorisation","VL"," Evolution quotidienne en valeur"," Evolution quotidienne en %"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.02.2012"," 103,5900"," 0,6400"," 0,6217"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.02.2012"," 102,9500"," -0,9000"," -0,8666"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.02.2012"," 103,8500"," 0,2800"," 0,2703"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.02.2012"," 103,5700"," -0,0700"," -0,0675"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.02.2012"," 103,6400"," 0,3200"," 0,3097"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.02.2012"," 103,3200"," -0,3200"," -0,3088"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.02.2012"," 103,6400"," 0,4600"," 0,4458"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.02.2012"," 103,1800"," 1,3200"," 1,2959"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.02.2012"," 101,8600"," -0,8700"," -0,8469"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.02.2012"," 102,7300"," 0,4800"," 0,4694"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.02.2012"," 102,2500"," -0,1200"," -0,1172"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.02.2012"," 102,3700"," 0,4100"," 0,4021"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.02.2012"," 101,9600"," -1,1600"," -1,1249"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.02.2012"," 103,1200"," -0,2900"," -0,2804"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.02.2012"," 103,4100"," 0,4900"," 0,4761"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.02.2012"," 102,9200"," 0,1100"," 0,1070"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.02.2012"," 102,8100"," 0,1200"," 0,1169"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.02.2012"," 102,6900"," 0,5700"," 0,5582"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.02.2012"," 102,1200"," 0,3600"," 0,3538"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.02.2012"," 101,7600"," 0,6000"," 0,5931"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.01.2012"," 101,1600"," 0,8900"," 0,8876"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.01.2012"," 100,2700"," -0,9100"," -0,8994"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.01.2012"," 101,1800"," -0,4600"," -0,4526"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","26.01.2012"," 101,6400"," 1,8300"," 1,8335"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.01.2012"," 99,8100"," 0,0100"," 0,0100"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.01.2012"," 99,8000"," -0,4200"," -0,4191"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.01.2012"," 100,2200"," 0,3500"," 0,3505"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.01.2012"," 99,8700"," 0,7700"," 0,7770"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.01.2012"," 99,1000"," 1,3100"," 1,3396"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.01.2012"," 97,7900"," 0,7600"," 0,7833"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.01.2012"," 97,0300"," 1,1700"," 1,2205"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.01.2012"," 95,8600"," 0,0100"," 0,0104"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.01.2012"," 95,8500"," 0,1000"," 0,1044"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.01.2012"," 95,7500"," 0,4400"," 0,4617"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.01.2012"," 95,3100"," 0,2200"," 0,2314"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.01.2012"," 95,0900"," 1,1700"," 1,2457"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.01.2012"," 93,9200"," 0,0700"," 0,0746"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.01.2012"," 93,8500"," -0,2500"," -0,2657"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.01.2012"," 94,1000"," -0,2100"," -0,2227"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.01.2012"," 94,3100"," 0,3800"," 0,4046"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.01.2012"," 93,9300"," 1,4000"," 1,5130"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.12.2011"," 92,5300"," 0,8600"," 0,9381"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.12.2011"," 91,6700"," -1,2600"," -1,3559"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.12.2011"," 92,9300"," -0,3300"," -0,3538"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","27.12.2011"," 93,2600"," 0,3900"," 0,4199"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.12.2011"," 92,8700"," 0,6200"," 0,6721"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.12.2011"," 92,2500"," -0,0600"," -0,0650"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.12.2011"," 92,3100"," 1,3400"," 1,4730"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","20.12.2011"," 90,9700"," -0,0300"," -0,0330"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","19.12.2011"," 91,0000"," -0,2300"," -0,2521"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.12.2011"," 91,2300"," 0,5900"," 0,6509"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.12.2011"," 90,6400"," -0,0200"," -0,0221"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.12.2011"," 90,6600"," -1,2600"," -1,3708"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","13.12.2011"," 91,9200"," -0,9900"," -1,0655"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","12.12.2011"," 92,9100"," -0,1500"," -0,1612"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.12.2011"," 93,0600"," -1,7000"," -1,7940"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.12.2011"," 94,7600"," 0,2700"," 0,2857"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.12.2011"," 94,4900"," 0,0900"," 0,0953"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","06.12.2011"," 94,4000"," -0,3200"," -0,3378"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","05.12.2011"," 94,7200"," 0,0100"," 0,0106"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.12.2011"," 94,7100"," 0,4800"," 0,5094"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.12.2011"," 94,2300"," 1,0500"," 1,1269"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","30.11.2011"," 93,1800"," 2,7500"," 3,0410"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","29.11.2011"," 90,4300"," 0,6800"," 0,7577"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.11.2011"," 89,7500"," 2,3400"," 2,6770"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","25.11.2011"," 87,4100"," -0,7300"," -0,8282"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","24.11.2011"," 88,1400"," -0,9700"," -1,0885"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","23.11.2011"," 89,1100"," -0,6400"," -0,7131"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","22.11.2011"," 89,7500"," -0,9900"," -1,0910"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","21.11.2011"," 90,7400"," -1,5400"," -1,6688"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","18.11.2011"," 92,2800"," -1,0100"," -1,0826"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","17.11.2011"," 93,2900"," -0,3300"," -0,3525"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","16.11.2011"," 93,6200"," -0,2200"," -0,2344"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","15.11.2011"," 93,8400"," -1,0700"," -1,1274"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","14.11.2011"," 94,9100"," 0,7400"," 0,7858"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","11.11.2011"," 94,1700"," 0,1600"," 0,1702"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","10.11.2011"," 94,0100"," -0,8400"," -0,8856"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","09.11.2011"," 94,8500"," -1,9100"," -1,9740"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","08.11.2011"," 96,7600"," 1,2200"," 1,2770"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","07.11.2011"," 95,5400"," -0,7200"," -0,7480"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","04.11.2011"," 96,2600"," 1,2500"," 1,3157"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","03.11.2011"," 95,0100"," 1,1400"," 1,2144"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","02.11.2011"," 93,8700"," 0,9900"," 1,0659"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","01.11.2011"," 92,8800"," -4,3500"," -4,4739"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","31.10.2011"," 97,2300"," -2,0800"," -2,0945"
"Schroder International Selection Fund Global Sustainable Growth C de capitalisation USD","Actions","USD","LU0557290854","28.10.2011"," 99,3100"," 1,5000"," 1,5336"
